#Position (bp)	Coverage	Std
976091.0	0.11335578002244669	0.36104172937643975
982328.0	0.19095719095719096	0.5006008895330197
988565.0	0.1282667949334616	0.41919626555927525
994802.0	0.160333493666827	0.46247689731655484
1001039.0	0.2727272727272727	0.6567321356259069
1007276.0	0.160333493666827	0.4565452242296212
1013513.0	0.12025012025012025	0.41919626555927525
1019750.0	0.13099246432579767	0.4766472076136541
1025987.0	0.1407728074394741	0.46833344887613926
1032224.0	0.1763668430335097	0.49593505551121575
1038461.0	0.12746512746512748	0.46781964351149136
1044698.0	0.17620650953984288	0.5216185759274734
1050935.0	0.17620650953984288	0.5091750772173156
1057172.0	0.2405002405002405	0.645652447942196
1063409.0	0.10421677088343755	0.39760385405009774
1069646.0	0.13916947250280584	0.46627483034388356
1075883.0	0.10133076799743466	0.32628429290232946
1082120.0	0.23200256533589866	0.6324808824768804
1088357.0	0.24306557639890974	0.6671474937516529
1094594.0	0.18021484688151354	0.4943159357619824
1100831.0	0.1924001924001924	0.48811430176640486
1107068.0	0.21645021645021645	0.5354215971328451
1113305.0	0.1282667949334616	0.4214848882022276
1119542.0	0.15231681898348565	0.4462445508173732
1125779.0	0.1739618406285073	0.5237657946677513
1132016.0	0.1122334455667789	0.4161251892882395
1138253.0	0.10421677088343755	0.40041665008691507
1144490.0	0.1282667949334616	0.4016161035476889
1150727.0	0.14045214045214044	0.4561939004190449
1156964.0	0.1680295013628347	0.5300040385735574
1163201.0	0.1645021645021645	0.5155898878950199
1169438.0	0.18021484688151354	0.541673604129178
1175675.0	0.1561648228314895	0.4451653604810219
1181912.0	0.1901555234888568	0.5949927344231642
1188149.0	0.19881353214686548	0.5001202356636353
1194386.0	0.1924001924001924	0.4904082386137497
1200623.0	0.2084335417668751	0.5931034354183243
1206860.0	0.1917588584255251	0.5214648648364898
1213097.0	0.2161295494628828	0.5602972252292949
1219334.0	0.14462081128747795	0.4316335478630606
1225571.0	0.10421677088343755	0.42262455199011484
1231808.0	0.1924001924001924	0.5481468481453066
1238045.0	0.24755491422158088	0.7207499701564472
1244282.0	0.13628346961680296	0.4305177332919656
1250519.0	0.21115921115921116	0.703298534025318
1256756.0	0.14959114959114958	0.48663391799781436
1262993.0	0.09812409812409813	0.3147794451454845
1269230.0	0.23055956389289722	0.5884898863364997
1275467.0	0.16835016835016836	0.454080249356366
1281704.0	0.1763668430335097	0.454785891195194
1287941.0	0.12025012025012025	0.3906884768851256
1294178.0	0.16835016835016836	0.5162114551947355
1300415.0	0.12025012025012025	0.44408354755630974
1306652.0	0.0962000962000962	0.335012605086404
1312889.0	0.0641333974667308	0.2532457254658621
1319126.0	0.12746512746512748	0.37881192804848446
1325363.0	0.10421677088343755	0.4466037014194271
1331600.0	0.2565335898669232	0.6305767711339603
1337837.0	0.1282667949334616	0.39273505179381124
1344074.0	0.1924001924001924	0.607789741118069
1350311.0	0.1443001443001443	0.4565452242296212
1356548.0	0.18438351771685105	0.5248361097710492
1362785.0	0.20763187429854096	0.5698028822981898
1369022.0	0.05611672278338945	0.26860765467512676
1375259.0	0.0160333493666827	0.12662286273293105
1381496.0	0.0320666987333654	0.17907176978341785
1387733.0	0.04008337341670675	0.23688968483956716
1393970.0	0.1122334455667789	0.40041665008691507
1400207.0	0.18438351771685105	0.600891860269129
1406444.0	0.2084335417668751	0.600891860269129
1412681.0	0.2725669392336059	0.7135959472179214
1418918.0	0.18438351771685105	0.6896007121630668
1425155.0	0.2405002405002405	0.5791525435936564
1431392.0	0.15231681898348565	0.44767942445854464
1437629.0	0.1917588584255251	0.4758055202050095
1443866.0	0.16899150232483565	0.4690176471209656
1450103.0	0.2405002405002405	0.5794293190185803
1456340.0	0.1924001924001924	0.5306087210732106
1462577.0	0.16835016835016836	0.49754890636155646
1468814.0	0.13628346961680296	0.43237582450400747
1475051.0	0.16835016835016836	0.4652421051992354
1481288.0	0.12025012025012025	0.3902778740634494
1487525.0	0.1282667949334616	0.42715280145733464
1493762.0	0.1924001924001924	0.6098964709744095
1499999.0	0.0481000481000481	0.25006011783181764
1506236.0	0.1443001443001443	0.5029972693825018
1512473.0	0.13628346961680296	0.43790279563565826
1518710.0	0.18438351771685105	0.5083872458971853
1524947.0	0.1763668430335097	0.4494665749754947
1531184.0	0.160333493666827	0.4180472558178578
1537421.0	0.15231681898348565	0.43570042058910524
1543658.0	0.1906365239698573	0.5817765938319208
1549895.0	0.1460638127304794	0.41554683572272894
1556132.0	0.151996151996152	0.44336087246793654
1562369.0	0.15231681898348565	0.46004370622823615
1568606.0	0.0962000962000962	0.3522756365378169
1574843.0	0.1443001443001443	0.5906654571066565
1581080.0	0.160333493666827	0.49754890636155646
1587317.0	0.15231681898348565	0.5345224838248488
1593554.0	0.0481000481000481	0.2532457254658621
1599791.0	0.17797017797017797	0.4965812252387115
1606028.0	0.19881353214686548	0.6241877839323593
1612265.0	0.15824915824915825	0.4908984018931422
1618502.0	0.19448452781786116	0.5331709709570508
1624739.0	0.23248356581689916	0.5922918909988701
1630976.0	0.13628346961680296	0.41341928383765264
1637213.0	0.24851691518358185	0.6119959486840643
1643450.0	0.13756613756613756	0.49008119073568496
1649687.0	0.12698412698412698	0.40677286716811073
1655924.0	0.10421677088343755	0.32970609443276705
1662161.0	0.15231681898348565	0.45969505615448814
1668398.0	0.0962000962000962	0.3581435395668357
1674635.0	0.1122334455667789	0.335012605086404
1680872.0	0.1282667949334616	0.4099140170362984
1687109.0	0.08818342151675485	0.3815531578292583
1693346.0	0.15231681898348565	0.5121577839288679
1699583.0	0.1924001924001924	0.5275783780687109
1705820.0	0.02405002405002405	0.15508070173307847
1712057.0	0.0481000481000481	0.22721660362024226
1718294.0	0.0801667468334135	0.2831373285764586
1724531.0	0.2244668911335578	0.574147771030243
1730768.0	0.18438351771685105	0.5177621088984156
1737005.0	0.2321628988295655	0.6919218251284934
1743242.0	0.13564213564213565	0.4279028508522892
1749479.0	0.10421677088343755	0.3902778740634494
1755716.0	0.1282667949334616	0.47445571459117775
1761953.0	0.12025012025012025	0.5162114551947355
1768190.0	0.1443001443001443	0.48679862740107466
1774427.0	0.1763668430335097	0.5090176085024883
1780664.0	0.08754208754208755	0.3038948705590345
1786901.0	0.1443001443001443	0.4565452242296212
1793138.0	0.16835016835016836	0.4316335478630606
1799375.0	0.1282667949334616	0.4075604242794346
1805612.0	0.1728395061728395	0.48283009412376776
1811849.0	0.15584415584415584	0.49334191326730326
1818086.0	0.12666345999679332	0.3717626548495759
1824323.0	0.15231681898348565	0.46282345180303996
1830560.0	0.16835016835016836	0.49301681147696147
1836797.0	0.160333493666827	0.4894264393534942
1843034.0	0.27224627224627224	0.6856367868129136
1849271.0	0.11127144460477793	0.3603749850782236
1855508.0	0.1443001443001443	0.4386344633065127
1861745.0	0.23248356581689916	0.560010994188787
1867982.0	0.1443001443001443	0.45513830185729315
1874219.0	0.05611672278338945	0.2969569354582493
1880456.0	0.10421677088343755	0.35859093954085797
1886693.0	0.15231681898348565	0.46282345180303996
1892930.0	0.0962000962000962	0.3730542487397856
1899167.0	0.1122334455667789	0.426025251400487
1905404.0	0.15231681898348565	0.4652421051992354
1911641.0	0.12025012025012025	0.4012166841514624
1917878.0	0.20041686708353376	0.5597246167759463
1924115.0	0.15231681898348565	0.4697008487170892
1930352.0	0.18374218374218373	0.5434466812248423
1936589.0	0.160333493666827	0.5199252545532581
1942826.0	0.17492384159050825	0.5558440809219575
1949063.0	0.15873015873015872	0.486469152827018
1955300.0	0.13628346961680296	0.4099140170362984
1961537.0	0.13259579926246592	0.4446247830375604
1967774.0	0.15456148789482121	0.5193081323719118
1974011.0	0.1924001924001924	0.5631515342010388
1980248.0	0.12025012025012025	0.3687313420764084
1986485.0	0.1122334455667789	0.37986858819879316
1992722.0	0.1282667949334616	0.4798321549308295
1998959.0	0.17235850569183903	0.5132523064678782
2005196.0	0.2845919512586179	0.7457860883190452
2011433.0	0.12025012025012025	0.4724237749989126
2017670.0	0.13564213564213565	0.44263701749951123
2023907.0	0.1443001443001443	0.45513830185729315
2030144.0	0.10421677088343755	0.3682962606952936
2036381.0	0.1282667949334616	0.4099140170362984
2042618.0	0.0641333974667308	0.31016140346615695
2048855.0	0.18438351771685105	0.5029972693825018
2055092.0	0.06429373096039763	0.3203333200695321
2061329.0	0.1489498156164823	0.45071336398632533
2067566.0	0.18775052108385443	0.5709273094051985
2073803.0	0.2244668911335578	0.6363979926134313
2080040.0	0.2084335417668751	0.5478542690755455
2086277.0	0.20041686708353376	0.5591514219335516
2092514.0	0.160333493666827	0.4462445508173732
2098751.0	0.21645021645021645	0.6569762286042763
2104988.0	0.21645021645021645	0.5936438486834389
2111225.0	0.19095719095719096	0.5567087598178931
2117462.0	0.160333493666827	0.47513109673319887
2123699.0	0.1443001443001443	0.45160182012941885
2129936.0	0.23248356581689916	0.6411669655883282
2136173.0	0.15231681898348565	0.4501794486589424
2142410.0	0.12473945807279141	0.4469625634310624
2148647.0	0.14622414622414623	0.4737793696791343
2154884.0	0.2084335417668751	0.657951694959769
2161121.0	0.28058361391694725	0.6790575290693672
2167358.0	0.15648548981882315	0.46247689731655484
2173595.0	0.1080647747314414	0.3869773676648499
2179832.0	0.15231681898348565	0.46661856413943825
2186069.0	0.0962000962000962	0.35454401565220695
2192306.0	0.05611672278338945	0.2969569354582493
2198543.0	0.0	0.0
2204780.0	0.2244668911335578	0.5898505584103609
2211017.0	0.11255411255411256	0.4138069250703415
2217254.0	0.0860990860990861	0.36633199996606114
2223491.0	0.2185345518678852	0.5569966878225671
2229728.0	0.08818342151675485	0.322826223971098
2235965.0	0.15231681898348565	0.4505354625134441
2242202.0	0.11608144941478275	0.47882867076185254
2248439.0	0.2725669392336059	0.6635327976890871
2254676.0	0.1645021645021645	0.5159007651544363
2260913.0	0.1763668430335097	0.5472686416830703
2267150.0	0.1122334455667789	0.38071180474843647
2273387.0	0.08818342151675485	0.302307941328195
2279624.0	0.0962000962000962	0.31016140346615695
2285861.0	0.15231681898348565	0.5112177566134886
2292098.0	0.08818342151675485	0.2969569354582493
2298335.0	0.21645021645021645	0.6003579713496167
2304572.0	0.24851691518358185	0.642416074439621
2310809.0	0.19817219817219817	0.5297014384697735
2317046.0	0.1537598204264871	0.4766472076136541
2323283.0	0.15231681898348565	0.4652421051992354
2329520.0	0.1443001443001443	0.41186507050186105
2335757.0	0.2084335417668751	0.6259832733561858
2341994.0	0.2244668911335578	0.5763774795025093
2348231.0	0.13628346961680296	0.4841565529257051
2354468.0	0.23248356581689916	0.5810872031479765
2360705.0	0.15231681898348565	0.44767942445854464
2366942.0	0.12025012025012025	0.3906884768851256
2373179.0	0.12025012025012025	0.36959996834975056
2379416.0	0.2565335898669232	0.6231594672802901
2385653.0	0.1924001924001924	0.5378118840030925
2391890.0	0.21388488055154722	0.6379078357618809
2398127.0	0.17091550424883759	0.4894264393534942
2404364.0	0.15231681898348565	0.481499981144581
2410601.0	0.16835016835016836	0.5716289531619209
2416838.0	0.20041686708353376	0.5478542690755455
2423075.0	0.1122334455667789	0.39598757152991154
2429312.0	0.15985249318582653	0.4567207847914762
2435549.0	0.1396504729838063	0.4922031175547099
2441786.0	0.12778579445246113	0.36676941146511643
2448023.0	0.13339746673080005	0.38904346546560153
2454260.0	0.2405002405002405	0.6011586269238994
2460497.0	0.26455026455026454	0.6313391048048045
2466734.0	0.16835016835016836	0.5049061842860066
2472971.0	0.26198492865159534	0.7249642696297928
2479208.0	0.2244668911335578	0.6062048890304065
2485445.0	0.20041686708353376	0.5841144361535742
2491651.0	0.13765182186234817	0.41235965591939217
